ID,AUI,CUI,CODE,TTY,TERM
27894,A25743487,C0085614,10019264,LLT,"heart block first degree"
27906,A1608665,C0151937,10043248,PT,"tendon rupture"
27940,A30277200,C0948824,10082297,PT,"blood loss anaemia"
27948,A0463199,C0233519,10042635,PT,"suspiciousness"
27950,A25684611,C0085649,10014251,LLT,"edema peripheral"
28043,A25684642,C0151632,10014485,LLT,"elevated sedimentation rate"
28070,A8253810,C0018818,10047298,PT,"ventricular septal defect"
28071,A25694158,C0014518,10025168,LLT,"lyell's syndrome"
28078,A2849489,C0035412,10039022,PT,"rhabdomyosarcoma"
28082,A25694154,C0024141,10025142,LLT,"lupus syndrome"
28089,A2849482,C0034150,10037549,PT,"purpura"
28091,A2849483,C0034186,10037596,PT,"pyelonephritis"
28098,A2849487,C0035333,10038910,PT,"retinitis"
28101,A25743645,C0235396,10020859,LLT,"hypertonicity"
28104,A25718695,C0018801,10019279,LLT,"heart failure"
28108,A2849490,C0035455,10039083,PT,"rhinitis"
28113,A25718692,C0018794,10019252,LLT,"heart block"
28119,A1574730,C0232409,10019044,PT,"hair growth abnormal"
28129,A2850469,C0007131,10061873,PT,"non-small cell lung cancer"
28134,A2849478,C0033246,10036774,PT,"proctitis"
28141,A25704056,C0036679,10040043,LLT,"separation"
28146,A2849471,C0032285,10035664,PT,"pneumonia"
28153,A2849476,C5848305,10036181,PT,"porphyria"
28155,A2849474,C0032343,10061355,PT,"poisoning"
28179,A25704065,C0580493,10040123,LLT,"serum albumin decreased"
28213,A2849499,C0037199,10040753,PT,"sinusitis"
28235,A2849495,C1261473,10039491,PT,"sarcoma"
28239,A2849496,C0036341,10039626,PT,"schizophrenia"
28244,A25743632,C0020473,10020662,LLT,"hyperlipemia"
28249,A25743639,C0020514,10020739,LLT,"hyperprolactinemia"
28250,A2850481,C3887709,10061323,PT,"optic neuropathy"
28252,A2849446,C0027697,10029117,PT,"nephritis"
28255,A2849447,C0027796,10029223,PT,"neuralgia"
28259,A2849445,C0027540,10028851,PT,"necrosis"
28262,A2850431,C0404521,10046914,PT,"vaginal infection"
28268,A2849448,C0027813,10029240,PT,"neuritis"
28272,A2849449,C0027819,10029260,PT,"neuroblastoma"
28275,A2849442,C0027059,10028606,PT,"myocarditis"
28276,A2849440,C0026703,10028093,PT,"mucopolysaccharidosis"
28277,A2849441,C0026975,10028524,PT,"myelitis"
28291,A25743604,C0600142,10020408,LLT,"hot flushes"
28299,A2850426,C0035243,10062352,PT,"respiratory tract infection"
28303,A2850427,C0041912,10046306,PT,"upper respiratory tract infection"
28307,A2849439,C0149931,10027599,PT,"migraine"
28310,A2850421,C0684275,10061992,PT,"haemophilia"
28316,A2849438,C0027627,10062194,PT,"metastasis"
28320,A2850428,C0339916,10047482,PT,"viral upper respiratory tract infection"
28325,A2849430,C0024530,10025487,PT,"malaria"
28344,A2849468,C0031542,10034879,PT,"phlebitis"
28349,A2849467,C0522224,10033799,PT,"paralysis"
28355,A2849460,C0029456,10031282,PT,"osteoporosis"
28358,A2849464,C0030193,10033371,PT,"pain"
28359,A2849465,C0030305,10033645,PT,"pancreatitis"
28381,A2849458,C0029408,10031161,PT,"osteoarthritis"
28386,A2850448,C2939420,10061289,PT,"metastatic neoplasm"
28389,A2849456,C0029191,10031064,PT,"orchitis"
28395,A2849459,C0029443,10031252,PT,"osteomyelitis"
28402,A2849451,C0028738,10029864,PT,"nystagmus"
28403,A2849452,C0040261,10030338,PT,"onychomycosis"
28405,A25718667,C0002170,10019045,LLT,"hair loss"
28418,A2849403,C0021308,10061216,PT,"infarction"
28419,A2849400,C4048329,10062016,PT,"immunosuppression"
28420,A2849401,C0021099,10021531,PT,"impetigo"
28421,A2849407,C0021368,10061218,PT,"inflammation"
28422,A2849404,C3714514,10021789,PT,"infection"
28423,A2849405,C0021359,10021926,PT,"infertility"
28437,A2849424,C0023827,10024627,PT,"liposarcoma"
28441,A2849429,C0024299,10025310,PT,"lymphoma"
28442,A2850410,C0151936,10043239,PT,"tendon disorder"
28443,A2850411,C0699744,10014011,PT,"ear infection"
28444,A2849427,C0024205,10025188,PT,"lymphadenitis"
28446,A2849421,C0023798,10024612,PT,"lipoma"
28457,A2850402,C0024103,10006272,PT,"breast mass"
28458,A2849414,C0023269,10024189,PT,"leiomyosarcoma"
28459,A2849411,C0022893,10023567,PT,"labyrinthitis"
28460,A2849412,C0023067,10023874,PT,"laryngitis"
28461,A2849417,C0023530,10024384,PT,"leukopenia"
28469,A2849410,C0022346,10023126,PT,"jaundice"
28470,A2850407,C0015397,10015916,PT,"eye disorder"
28489,A0081979,C0024312,10025327,PT,"lymphopenia"
28520,A33952231,C0271693,10087376,PT,"acquired generalised lipodystrophy"
28598,A1598785,C0542571,10016029,PT,"face oedema"
28615,A25684752,C0239295,10015365,LLT,"esophageal candidiasis"
28620,A1608570,C1258192,10047105,PT,"vascular resistance systemic"
28621,A0428710,C0001125,10023676,PT,"lactic acidosis"
28643,A0007661,C0227791,10046901,PT,"vaginal discharge"
28644,A30277303,C1406762,10082170,LLT,"syringitis"
28689,A25743563,C0019521,10020038,LLT,"hiccup"
28691,A0007641,C0027424,10028735,PT,"nasal congestion"
28693,A1598746,C0005745,10015995,PT,"eyelid ptosis"
28697,A2850397,C0003834,10062542,PT,"arterial insufficiency"
28699,A1598741,C0162285,10015993,PT,"eyelid oedema"
28710,A2849394,C0020538,10020772,PT,"hypertension"
28711,A2849395,C5232927,10020843,PT,"hyperthermia"
28714,A2849392,C0020507,10020718,PT,"hyperplasia"
28716,A2849393,C0020517,10020751,PT,"hypersensitivity"
28718,A2849398,C0020649,10021097,PT,"hypotension"
28722,A2849396,C0020564,10020880,PT,"hypertrophy"
28726,A25743575,C0019825,10020201,LLT,"hoarseness"
28848,A1574624,C0151766,10024690,PT,"liver function test abnormal"
28866,A25704189,C1579838,10041362,LLT,"sore mouth"
28933,A25728141,C0003862,10033511,LLT,"painful joints"
29008,A30277023,C0860133,10003185,LLT,"arterialization"
29009,A2850786,C0302592,10008342,PT,"cervix carcinoma"
29010,A2849791,C0277585,10061822,PT,"drug intolerance"
29018,A25743735,C0013395,10021706,LLT,"indigestion"
29021,A25743730,C0700225,10021678,LLT,"increased serum creatinine"
29069,A25718796,C0019825,10020200,LLT,"hoarse voice"
29091,A25704154,C0235991,10041093,LLT,"small for gestational age"
29117,A2850756,C1458155,10006279,PT,"breast neoplasm"
29132,A2849754,C0037023,10040628,PT,"sialoadenitis"
29133,A2850744,C0005940,10005956,PT,"bone disorder"
29136,A2849753,C0549622,10040477,PT,"sexual dysfunction"
29138,A2849758,C0234233,10043224,PT,"tenderness"
29141,A2849757,C0079772,10042971,PT,"t-cell lymphoma"
29147,A25718717,C0002878,10019493,LLT,"hemolytic anemia"
29153,A0752210,C0161479,10052897,PT,"nerve injury"
29157,A2849788,C0011881,10061835,PT,"diabetic nephropathy"
29164,A2850772,C1140680,10033128,PT,"ovarian cancer"
29167,A2849789,C0011991,10012735,PT,"diarrhoea"
29185,A2850765,C0476089,10014733,PT,"endometrial cancer"
29194,A2850764,C0007102,10009944,PT,"colon cancer"
29196,A2849773,C0259749,10061666,PT,"autonomic neuropathy"
29208,A2849720,C0235270,10023365,PT,"keratopathy"
29215,A2849728,C0027765,10029202,PT,"nervous system disorder"
29221,A2849713,C0019829,10020206,PT,"hodgkin's disease"
29222,A2849718,C0021843,10022687,PT,"intestinal obstruction"
29223,A2849719,C0036220,10023284,PT,"kaposi's sarcoma"
29227,A2849744,C0152025,10036105,PT,"polyneuropathy"
29233,A2849746,C0020542,10037400,PT,"pulmonary hypertension"
29243,A2849732,C0029878,10033072,PT,"otitis externa"
29244,A2849733,C0029882,10033078,PT,"otitis media"
29247,A2849730,C0029134,10030942,PT,"optic neuritis"
29250,A2849736,C0030319,10033666,PT,"panic disorder"
29254,A2850720,C0346156,10004243,PT,"benign breast neoplasm"
29261,A25718700,C0018834,10019326,LLT,"heartburn"
29264,A2849738,C0030567,10061536,PT,"parkinson's disease"
29278,A2849703,C0340464,10015856,PT,"extrasystoles"
29279,A0091445,C0027769,10029216,PT,"nervousness"
29281,A2849702,C0233459,10014551,PT,"emotional disorder"
29283,A2849706,C0015668,10061857,PT,"fat necrosis"
29303,A0982499,C0428895,10023533,PT,"labile blood pressure"
29322,A25684819,C0015402,10015928,LLT,"eye hemorrhage"
29331,A1598663,C0235266,10015946,PT,"eye irritation"
29345,A25684869,C0549386,10016357,LLT,"feeling of warmth"
29405,A25684850,C0151865,10016196,LLT,"false positive pregnancy"
29425,A25743693,C0020877,10021312,LLT,"ileitis"
29567,A25684890,C0015967,10016558,LLT,"fever"
29599,A0438374,C0221260,10028698,PT,"nail dystrophy"
29674,A0644481,C0340865,10002216,PT,"anaphylactoid reaction"
29690,A2849687,C0264886,10010276,PT,"conduction disorder"
29701,A2849684,C0079102,10008132,PT,"cerebral thrombosis"
29723,A25704256,C4074771,10042012,LLT,"sterility"
29729,A2849678,C0004623,10060945,PT,"bacterial infection"
29731,A2849675,C0236018,10003791,PT,"aura"
29749,A1006489,C0026838,10028335,PT,"muscle spasticity"
29751,A2849673,C0243065,10002961,PT,"aplasia"
29752,A2849674,C0004245,10003671,PT,"atrioventricular block"
29827,A2849697,C0231170,10013050,PT,"disability"
29844,A2849690,C0011334,10012318,PT,"dental caries"
29845,A2849695,C0011849,10012601,PT,"diabetes mellitus"
29849,A25743833,C0728899,10022727,LLT,"intoxication"
29859,A25743838,C0151699,10022763,LLT,"intracranial hemorrhage"
29886,A2850620,C0549493,10001889,PT,"alveolitis"
29888,A2850621,C0002395,10012271,PT,"dementia alzheimer's type"
29890,A2850626,C0002888,10002065,PT,"anaemia megaloblastic"
29897,A25743812,C0853206,10022527,LLT,"interaction with alcohol"
29898,A25718840,C3887506,10020653,LLT,"hyperkinesis"
29908,A2850657,C0521495,10003036,PT,"application site dermatitis"
29910,A2850658,C0151505,10003055,PT,"application site reaction"
29911,A2850651,C0687707,10002644,PT,"anorectal disorder"
29915,A2849662,C0001175,10000565,PT,"acquired immunodeficiency syndrome"
29933,A2849659,C0000737,10000081,PT,"abdominal pain"
29941,A25718864,C0020557,10020870,LLT,"hypertriglyceridemia"
29962,A2850611,C2745995,10035517,PT,"platelet aggregation decreased"
29972,A2850619,C0085633,10027940,PT,"mood altered"
29975,A2850616,C2607914,10039085,PT,"rhinitis allergic"
29984,A25718830,C0020437,10020587,LLT,"hypercalcemia"
30029,A1598593,C0030196,10033425,PT,"pain in extremity"
30045,A0007471,C0392525,10029148,PT,"nephrolithiasis"
30055,A25684925,C0016382,10016821,LLT,"flushed"
30118,A1574559,C1443060,10016322,PT,"feeling abnormal"
30121,A25684961,C0542476,10017060,LLT,"forgetfulness"
30169,A25694340,C0233576,10026796,LLT,"mannerism"
30221,A0644454,C0002792,10002198,PT,"anaphylactic reaction"
30261,A2850113,C0035204,10038683,PT,"respiratory disorder"
30263,A2850115,C0276447,10061494,PT,"rhinovirus infection"
30267,A2850110,C1565489,10062237,PT,"renal impairment"
30271,A2850106,C0022658,10038428,PT,"renal disorder"
30278,A2850100,C0033975,10061920,PT,"psychotic disorder"
30282,A2850138,C0018946,10042364,PT,"subdural haemorrhage"
30291,A2850136,C0038525,10042316,PT,"subarachnoid haemorrhage"
30321,A2850125,C0037284,10040882,PT,"skin lesion"
30362,A0438696,C0007859,10028836,PT,"neck pain"
30406,A25704384,C0039503,10043232,LLT,"tendinitis"
30417,A25743942,C0023066,10023873,LLT,"laryngismus"
30458,A29785934,C1269683,10081270,LLT,"major depressive disorder"
30470,A0052025,C0013378,10013911,PT,"dysgeusia"
30471,A25704319,C0240211,10042723,LLT,"swollen lips"
30474,A25704315,C0085077,10042673,LLT,"sweet's syndrome"
30502,A0052035,C0013384,10013916,PT,"dyskinesia"
30528,A0571512,C0263540,10049274,PT,"onychomadesis"
30654,A0125541,C0039971,10043458,PT,"thirst"
30671,A2017358,C0267792,10019805,OS,"hepatobiliary disorders"
30709,A2850078,C0030794,10034263,PT,"pelvic pain"
30714,A2850073,C0030489,10061333,PT,"paraproteinaemia"
30717,A25694421,C0006840,10027825,LLT,"moniliasis"
30738,A2850064,C0013604,10030095,PT,"oedema"
30739,A2850067,C0014868,10030216,PT,"oesophagitis"
30793,A25694475,C0026836,10028328,LLT,"muscle relaxation"
30795,A25694470,C0026821,10028295,LLT,"muscle cramps"
30813,A1608222,C0033771,10037884,PT,"rash pruritic"
30814,A2850026,C0024110,10025028,PT,"lung abscess"
30829,A2850023,C0023418,10024288,PT,"leukaemia"
30846,A25694456,C0333355,10028127,LLT,"mucositis"
30860,A2850048,C0026857,10048592,PT,"musculoskeletal disorder"
30861,A2850049,C3463824,10028533,PT,"myelodysplastic syndrome"
30868,A2850043,C0220981,10027417,PT,"metabolic acidosis"
30872,A0668997,C0003811,10007521,HG,"cardiac arrhythmias"
30874,A2850040,C0025061,10061280,PT,"mediastinal disorder"
30896,A29785880,C0267166,10048714,LLT,"gastroduodenitis"
30907,A1299981,C5441816,10037213,PT,"psychomotor retardation"
30908,A2850018,C0409497,10060820,PT,"joint injury"
30911,A2850016,C0022116,10061255,PT,"ischaemia"
30915,A2850009,C0021845,10022694,PT,"intestinal perforation"
30916,A2850002,C0332534,10060708,PT,"induration"
30940,A0052106,C0013395,10013946,PT,"dyspepsia"
30947,A25728445,C0032797,10036418,LLT,"postpartum hemorrhage"
30956,A0052117,C0011168,10013950,PT,"dysphagia"
30993,A0052140,C1527344,10013952,PT,"dysphonia"
31006,A25728403,C0032461,10036058,LLT,"polycythemia"
31057,A0463541,C0024141,10042945,PT,"systemic lupus erythematosus"
31058,A0532005,C0263445,10049141,PT,"acne fulminans"
31065,A25704409,C0836924,10043550,LLT,"thrombocythemia"
31072,A0390018,C0702139,10002654,PT,"anotia"
31098,A1608181,C0151872,10037063,PT,"prothrombin time prolonged"
31102,A0581022,C1260880,10039101,PT,"rhinorrhoea"
31126,A25694504,C0151744,10028601,LLT,"myocardial ischemia"
31146,A2017468,C0021141,10053198,PT,"inappropriate antidiuretic hormone secretion"
31159,A0101634,C0031924,10035039,PT,"piloerection"
31255,A33952666,C5577628,10086466,LLT,"relapsed/refractory multiple myeloma"
31309,A2849369,C0017086,10017711,PT,"gangrene"
31311,A2849367,C0016059,10016642,PT,"fibrosis"
31312,A2849368,C0016169,10016717,PT,"fistula"
31314,A2849362,C0015300,10015683,PT,"exophthalmos"
31317,A2849363,C0015645,10016228,PT,"fasciitis"
31318,A2849364,C0015726,10016275,PT,"fear"
31323,A2850348,C0232910,10043275,PT,"teratogenicity"
31324,A2849356,C0014534,10015000,PT,"epididymitis"
31325,A2849357,C0014544,10015037,PT,"epilepsy"
31326,A2849350,C0014038,10014581,PT,"encephalitis"
31327,A2849351,C0014118,10014665,PT,"endocarditis"
31329,A2849352,C0014179,10014791,PT,"endometritis"
31333,A2849383,C0019270,10019909,PT,"hernia"
31334,A2849382,C0019158,10019717,PT,"hepatitis"
31335,A2849387,C0020458,10020642,PT,"hyperhidrosis"
31336,A2849386,C0019655,10020141,PT,"histoplasmosis"
31338,A2849390,C0020502,10020705,PT,"hyperparathyroidism"
31342,A2849372,C0017152,10017853,PT,"gastritis"
31343,A2849373,C0017160,10017888,PT,"gastroenteritis"
31345,A2849374,C0017601,10018304,PT,"glaucoma"
31346,A2849375,C0017658,10018364,PT,"glomerulonephritis"
31350,A2850314,C0476281,10062501,PT,"non-cardiac chest pain"
31351,A2849326,C0009319,10009887,PT,"colitis"
31356,A25728577,C0429097,10037693,LLT,"qrs complex"
31361,A2849322,C0008489,10008748,PT,"chorea"
31364,A0052222,C0013421,10013983,PT,"dystonia"
31367,A2849314,C0007860,10008323,PT,"cervicitis"
31371,A2849318,C0008325,10008612,PT,"cholecystitis"
31373,A2850300,C1306341,10027374,PT,"mental impairment"
31378,A2850309,C0521476,10061303,PT,"nail bed infection"
31382,A2849348,C0013922,10061169,PT,"embolism"
31383,A2849345,C0013592,10014179,PT,"ectropion"
31387,A2849349,C0014009,10014568,PT,"empyema"
31391,A2849343,C0013369,10051402,PT,"dysentery"
31392,A2849344,C1384606,10013941,PT,"dyspareunia"
31400,A2850331,C0020569,10039408,PT,"salivary gland enlargement"
31404,A2849336,C0011053,10011878,PT,"deafness"
31406,A2849337,C1306577,10011906,PT,"death"
31408,A2850321,C0032461,10036051,PT,"polycythaemia"
31409,A2850322,C0034063,10037423,PT,"pulmonary oedema"
31411,A2849338,C0497327,10012267,PT,"dementia"
31413,A2849339,C0011603,10012431,PT,"dermatitis"
31415,A2849332,C0010520,10011703,PT,"cyanosis"
31416,A2849333,C0010692,10011781,PT,"cystitis"
31425,A25704564,C0231530,10045197,LLT,"twitches"
31459,A2849304,C0428977,10006093,PT,"bradycardia"
31466,A2849308,C0006266,10006482,PT,"bronchospasm"
31470,A2849306,C0006277,10006451,PT,"bronchitis"
31494,A1069700,C0476273,10038687,PT,"respiratory distress"
31495,A2017078,C0276758,10051919,PT,"fusarium infection"
31510,A25704525,C5200999,10044659,LLT,"triglyceride increased"
31544,A0007178,C0037195,10040744,PT,"sinus headache"
31558,A0007161,C0003862,10003239,PT,"arthralgia"
31575,A0007153,C0231528,10028411,PT,"myalgia"
31586,A0125796,C0040046,10043570,PT,"thrombophlebitis"
31597,A25704502,C0007787,10044391,LLT,"transient ischemic attacks"
31602,A1608075,C0872410,10036437,PT,"posturing"
31634,A1407949,C0085298,10049418,PT,"sudden cardiac death"
31674,A0125739,C0040034,10043554,PT,"thrombocytopenia"
31699,A2850279,C0232461,10021654,PT,"increased appetite"
31718,A2849292,C0003864,10003246,PT,"arthritis"
31721,A2849290,C0003811,10003119,PT,"arrhythmia"
31732,A2849274,C0002063,10001680,PT,"alkalosis"
31734,A2849271,C0001418,10001141,PT,"adenocarcinoma"
31740,A2849278,C0002726,10002022,PT,"amyloidosis"
31741,A0066915,C0018989,10019465,PT,"hemiparesis"
31742,A2849275,C0002438,10001980,PT,"amoebiasis"
31758,A27345445,C0008728,10078117,PT,"eosinophilic granulomatosis with polyangiitis"
31759,A0027314,C0004093,10003549,PT,"asthenia"
31761,A0438835,C0027726,10029164,PT,"nephrotic syndrome"
31771,A0400225,C0234387,10054938,PT,"cerebral disorder"
31783,A2849295,C0004096,10003553,PT,"asthma"
31785,A2849296,C0333641,10003694,PT,"atrophy"
31789,A0967261,C0522248,10021576,PT,"inadequate analgesia"
31800,A0027324,C0004095,10003552,PT,"asthenopia"
31807,A2850282,C0151735,10022095,PT,"injection site reaction"
31809,A2849249,C0577559,10026865,PT,"mass"
31812,A2849241,C1384353,10061217,PT,"infestation"
31814,A2849243,C0600142,10060800,PT,"hot flush"
31820,A2850230,C0206172,10060734,PT,"diabetic foot"
31827,A2849237,C0042029,10046571,PT,"urinary tract infection"
31829,A2849238,C0022658,10029151,PT,"nephropathy"
31830,A2849235,C0022408,10003285,PT,"arthropathy"
31834,A2850225,C0423226,10011040,PT,"corneal pigmentation"
31838,A2849231,C0042769,10047461,PT,"viral infection"
31844,A25738070,C5234922,10048863,LLT,"hemorrhagic stroke"
31849,A25738075,C0337664,10048880,LLT,"smoker"
31851,A2849268,C0001122,10000486,PT,"acidosis"
31852,A2849269,C0702166,10000496,PT,"acne"
31856,A2849263,C0156543,10000210,PT,"abortion"
31857,A2849266,C0000833,10000269,PT,"abscess"
31864,A2849257,C0027651,10028980,PT,"neoplasm"
31865,A0066935,C0018991,10019468,PT,"hemiplegia"
31867,A2849250,C0000768,10010356,PT,"congenital anomaly"
31868,A2849255,C0042345,10046996,PT,"varicose vein"
31897,A25714053,C0231807,10055548,LLT,"exertional dyspnea"
31902,A25714057,C4073162,10055590,LLT,"glycosylated hemoglobin increased"
31938,A0703755,C0333980,10052285,PT,"focal nodular hyperplasia"
31948,A1069687,C0235063,10038678,PT,"respiratory depression"
31967,A2849213,C3714636,10035742,PT,"pneumonitis"
31968,A2849214,C0019189,10008909,PT,"chronic hepatitis"
31973,A2849218,C0019214,10019847,PT,"hepatosplenomegaly"
32031,A0091970,C0027947,10029354,PT,"neutropenia"
32087,A25728606,C0034734,10037917,LLT,"raynauds"
32132,A1598034,C0854453,10015296,PT,"escherichia sepsis"
32143,A0007055,C0005443,10004710,PT,"bilirubinuria"
32157,A1574170,C0476427,10041206,PT,"smear cervix abnormal"
32203,A1598126,C0235146,10015535,PT,"euphoric mood"
32241,A25694745,C0029925,10033131,LLT,"ovarian carcinoma"
32253,A2017215,C0017979,10018478,PT,"glucose urine present"
32258,A1588754,C0018802,10007559,PT,"cardiac failure congestive"
32268,A1588768,C0018799,10007541,OS,"cardiac disorders"
32273,A1588761,C0007166,10007595,PT,"cardiac output decreased"
32289,A33448066,C0426396,10085963,LLT,"dark urine"
32294,A2850192,C0002871,10002034,PT,"anaemia"
32303,A2849197,C0032584,10061529,PT,"polyp"
32308,A2849195,C0015376,10015866,PT,"extravasation"
32310,A1588744,C0264716,10007558,PT,"cardiac failure chronic"
32328,A2850182,C0233514,10061422,PT,"abnormal behaviour"
32330,A2850183,C0162287,10000133,PT,"abnormal faeces"
32344,A0125829,C0040053,10043607,PT,"thrombosis"
32363,A2849169,C0035309,10038923,PT,"retinopathy"
32366,A2849164,C0021390,10021972,PT,"inflammatory bowel disease"
32371,A2849168,C0027932,10029333,PT,"neurosis"
32372,A2849165,C0878544,10007636,PT,"cardiomyopathy"
32373,A2849166,C0020540,10025600,PT,"malignant hypertension"
32376,A2849171,C0021167,10021639,PT,"incontinence"
32384,A2850148,C0040435,10044034,PT,"tooth disorder"
32386,A2849152,C0243026,10040047,PT,"sepsis"
32393,A0027423,C0004134,10003591,PT,"ataxia"
32401,A2849185,C0038999,10042674,PT,"swelling"
32403,A2849184,C5779628,10037844,PT,"rash"
32405,A2849188,C0043250,10052428,PT,"wound"
32409,A2849192,C0010709,10011732,PT,"cyst"
32415,A2850170,C0085612,10047281,PT,"ventricular arrhythmia"
32418,A2850169,C0178324,10047080,PT,"vascular injury"
32419,A0027448,C0004144,10003598,PT,"atelectasis"
32420,A2849174,C0018808,10007586,PT,"cardiac murmur"
32421,A2849175,C0085624,10006784,PT,"burning sensation"
32423,A2849178,C0018524,10019063,PT,"hallucination"
32425,A2849179,C3887875,10047555,PT,"visual field defect"
32427,A2849176,C0851578,10040984,PT,"sleep disorder"
32428,A2849177,C0011253,10012239,PT,"delusion"
32431,A2849181,C0034951,10038264,PT,"refraction disorder"
32433,A2849182,C0687133,10013710,PT,"drug interaction"
32453,A25738186,C0920048,10049875,LLT,"alertness decreased"
32488,A1594435,C0853662,10030247,PT,"oestrogen deficiency"
32502,A35441762,C0007193,10056419,PT,"dilated cardiomyopathy"
32592,A25728767,C1260880,10039296,LLT,"runny nose"
32612,A0801064,C0018946,10042361,PT,"subdural haematoma"
32677,A25704767,C0333262,10047368,LLT,"vesicles"
32702,A25728749,C0235527,10039152,LLT,"right heart failure"
32707,A25704779,C0042755,10047488,LLT,"virilization"
32715,A25728742,C1260880,10039100,LLT,"rhinorrhea"
32719,A1604325,C5700142,10027339,PT,"menstruation irregular"
32841,A25694848,C0030783,10034231,LLT,"pellagra"
32875,A2017774,C0024228,10052314,PT,"lymphatic disorder"
32918,A25738096,C0234632,10049061,LLT,"visual acuity decreased"
32922,A2017834,C0948048,10051398,PT,"malignant neoplasm progression"
32936,A0003352,C0028081,10029410,PT,"night sweats"
32959,A1584978,C0853149,10005630,PT,"blood lactate dehydrogenase increased"
32961,A0130552,C0041976,10046480,PT,"urethritis"
32986,A1584987,C0277889,10005739,PT,"blood pressure diastolic increased"
32995,A1584958,C3888023,10005802,PT,"blood sodium decreased"
33047,A1584946,C0020649,10005734,PT,"blood pressure decreased"
33052,A1584943,C0853761,10005724,PT,"blood potassium decreased"
33059,A25714246,C0342881,10057080,LLT,"homozygous familial hypercholesterolemia"
33071,A25714274,C4316985,10057359,LLT,"cerebellar edema"
33080,A1584922,C0853750,10005654,PT,"blood magnesium decreased"
33084,A25738208,C0278126,10050073,LLT,"equilibrium loss"
33122,A1584905,C0853018,10005832,PT,"blood thyroid stimulating hormone decreased"
33179,A25704833,C0424092,10048013,LLT,"withdrawn"
33259,A25728819,C0036454,10039729,LLT,"scotoma"
33338,A25704822,C0043144,10047927,LLT,"wheezy"
33371,A0923330,C0013404,10013968,PT,"dyspnoea"
33373,A2017894,C0919570,10049986,PT,"mental status changes postoperative"
33388,A0467466,C0040997,10044652,PT,"trigeminal neuralgia"
33392,A1594385,C0426636,10012110,PT,"defaecation urgency"
33436,A1584865,C0277890,10005737,PT,"blood pressure diastolic decreased"
33442,A1584838,C0852810,10005482,PT,"blood creatinine decreased"
33448,A0589872,C0151990,10046533,PT,"urinary casts"
33452,A1584841,C0235431,10005483,PT,"blood creatinine increased"
33461,A1584818,C0853034,10005470,PT,"blood creatine phosphokinase increased"
33491,A0732630,C0023885,10024652,PT,"liver abscess"
33544,A25728955,C0037317,10040995,LLT,"sleep disturbance"
33546,A25728959,C0037672,10041012,LLT,"sleep walking"
33586,A0095815,C0029453,10049088,PT,"osteopenia"
33587,A25728920,C0021141,10040626,LLT,"siadh"
33606,A25728950,C0037299,10040947,LLT,"skin ulceration"
33639,A0590912,C0016242,10047654,PT,"vitreous floaters"
33677,A0962873,C0878773,10020853,PT,"hypertonic bladder"
33692,A25728910,C0151905,10040526,LLT,"sgpt increased"
33693,A25728909,C0151904,10040524,LLT,"sgot increased"
33708,A1604071,C0687133,10022528,HT,"interactions"
33736,A1594280,C0231837,10038710,PT,"respiratory rate decreased"
33813,A2017502,C0948991,10051572,PT,"injection site discolouration"
33847,A1584736,C0595930,10005425,PT,"blood cholesterol increased"
33859,A0022932,C0002622,10001949,PT,"amnesia"
33875,A1584724,C0595902,10005419,PT,"blood chloride decreased"
33876,A1604044,C0858797,10022459,PT,"instillation site pain"
33915,A0756505,C0014863,10030184,PT,"oesophageal spasm"
33949,A0756518,C0151970,10030201,PT,"oesophageal ulcer"
34030,A1594197,C0746961,10033318,PT,"oxygen saturation decreased"
34035,A30277911,C4761273,10082560,LLT,"amyloid related imaging abnormality-microhemorrhages"
34044,A4363944,C1328375,10063072,PT,"application site discomfort"
34071,A1594162,C0700572,10048334,PT,"mobility decreased"
34081,A1594167,C0855513,10041506,PT,"spermatozoa progressive motility decreased"
34107,A1594130,C0553732,10037050,PT,"prothrombin level decreased"
34111,A0394283,C0702266,10004173,PT,"basophilia"
34119,A1594133,C0011124,10024419,PT,"libido decreased"
34144,A30277987,C0948824,10052294,LLT,"hemorrhagic anemia"
34149,A2017620,C0948425,10052534,PT,"large intestinal haemorrhage"
34160,A1584655,C0750426,10047943,PT,"white blood cell count increased"
34164,A35788719,C5849373,10089234,PT,"uterine leiomyoma rupture"
34173,A1584647,C0750394,10047942,PT,"white blood cell count decreased"
34175,A1584645,C0427457,10038153,PT,"red blood cell count decreased"
34185,A2850994,C2243088,10017865,PT,"gastritis erosive"
34189,A0032412,C0079035,10049765,PT,"bradyarrhythmia"
34197,A2850986,C0340726,10014522,PT,"embolism venous"
34198,A2849994,C0020615,10020993,PT,"hypoglycaemia"
34200,A2849999,C0021051,10061598,PT,"immunodeficiency"
34201,A2849992,C0020473,10062060,PT,"hyperlipidaemia"
34203,A2849990,C0020456,10020635,PT,"hyperglycaemia"
34207,A2849963,C0017181,10017955,PT,"gastrointestinal haemorrhage"
34209,A2850953,C0037274,10040831,PT,"skin disorder"
34210,A2850954,C0037997,10041633,PT,"spleen disorder"
34226,A2849956,C0026946,10017533,PT,"fungal infection"
34232,A2850945,C0085096,10034636,PT,"peripheral vascular disorder"
34237,A2849958,C0024623,10017758,PT,"gastric cancer"
34238,A2849985,C0023890,10019641,PT,"hepatic cirrhosis"
34242,A2850970,C0152027,10040026,PT,"sensory disturbance"
